"","X","text","sentiment","phrase","class","similarity"
"923",923,"@baslawyer @tweet_na_troih @bassmanmiles @EtoBuziashvili @scottie_swede тоді не пиздіть про рускій спротив. бо його нема. а є рускій геноцид українців. і всі ці недолугі спроби оксімуронів і ко в українців викликає тільки рвотний рефлекс. люди тут зараз виживають, тому що ви допустили те, що робить зараз ваша країна з моєю.",-0.014215886592865,"sad I can't get enough","negative",0.125759167965008
"924",924,"@dark_vesta О! дяка вам і низький уклін",-0.159918248653412,"wasteless","positive",0.172569641540007
"925",925,"@insider_ua Та да, то я собі, щоб не загубить)",-0.0280789136886597,"wasteless","positive",0.181252491439343
"926",926,"@masinto @chesno_movement вони ж важкі. це ж треба якийсь сильний стимул з ними таскатися",-0.179994583129883,"sad I can't get enough","negative",0.148977926840372
"927",927,"@bala_books_ @saver_ag @from_chernivtsi Та і нехай, вони ж наші 🤣",-0.0540112853050232,"wasteless","positive",0.162130611548495
"928",928,"@MysticHero @Luba_Y на днях пройшла інфо, що ХМ область вивели з червоної зони. і я такий - шо це взагалі було то?

* хоча бустер тре піти зробити",-0.274813830852509,"sad I can't get enough","negative",0.165090517003533
"929",929,"@madamAdelaida дяка, продовжуйте",-0.381383836269379,"anti-dictator","positive",0.189641076842042
"930",930,"@from_chernivtsi Це ж про точку-у",-0.0107268691062927,"wasteless","positive",0.216340880317606
"931",931,"@AbysmithSmith Щось зїв?",-0.111310958862305,"stagnate","negative",0.267037252743008
"932",932,"@from_chernivtsi Жиза",-0.624905616044998,"uncommunicative","negative",0.332809807055083
"933",933,"Trostyanets in Sumy region liberated by the Ukrainian milliliter.
Note “Russia is strength. Irkutsk” writing on the destroyed KAMAZ truck ☺️ https://t.co/Mav0K6a9Q6",-0.233672678470612,"freeing","positive",0.179153848653689
"934",934,"The entire neighbourhood of the Eastern Ukrainian city of Sumy was destroyed. This is what Russian “kiss of love” looks like. The aircraft bomb killed 24 including 4 children...We will win the war.We will rebuild our cities. But we will never forget.Never. #StopRussianAggression https://t.co/6DdWiGaohd",-0.518119871616364,"economic recovery","positive",0.256718399903341
"935",935,"📍 #Okhtyrka, Sumy Region, #Ukraine

People living in church basement.

Together with local Abbot they’ve built a real bakery with a mill to feed themselves and help others. 

📷 H. Korohodskyi https://t.co/AulmtIignq",0.76300323009491,"humanitarian","positive",0.171664408181995
"936",936,"In Trostyanets, Sumy region, the invaders fired local hospital and maternity center with tanks and mortars. https://t.co/gaP9ByH7aZ",-0.168710827827454,"not good clinic","negative",0.166255970190254
"937",937,"The Ukrainian Red Cross delivered the third humanitarian cargo to Okhtyrka, Sumy region, #Ukraine.
A total of 20 tons of humanitarian aid have already been transferred: food, hygiene items, medicines. 
Aid was also delivered to the village of Chernechchyna in the Sumy region. https://t.co/4RrypJ4uaY",0.705278396606445,"humanitarian","positive",0.368758940661282
"938",938,"Siege of Sumy reported broken. Despite all those impressive maps with swathes of red all over them, Russian control of supposedly occupied territories is rather tenuous. They mostly have to stick to main routes because their kit is so poor it gets bogged down if they go off-road.",-0.758364126086235,"imbalanced","negative",0.230336837907003
"939",939,"The city of Trostyanets, in the Sumy region, before and after the arrival of the ""Russian world"" https://t.co/lPSDNvbJzI",0.324598073959351,"advanced technology","positive",0.128325525185771
"940",940,"Battles ongoing in Sumy, as Ukrainian troops advance, Russians taken prisoner https://t.co/kH5QT7m1E6

 https://t.co/kH5QT7m1E6
#ukraine #ukrainewar #russia",-0.320613026618958,"dictator defeated","positive",0.245736565890937
"941",941,"Everything, come. Rusny tanks decided to arrange a beach season and swim in the river in Sumy region

#openworldinfo https://t.co/bVsAvYK0Ro",0.0725237131118774,"have autonomy","positive",0.0984887045745854
"942",942,"📷 Ukrainian troops recovered the sunk T-72B3M in #Sumy Region.Bodies just Bodies #Ukraine #UkraineRussiaWar https://t.co/Oodf5MCaNs",-0.529196500778198,"dictator defeated","positive",0.163708784539963
"943",943,"Been to #Trostyanets in 2 days after russians were thrown out. Small town near #Sumy, with a cozy railway station in the past. Russians damaged heavily the station, depot, and the whole town. But UZ will launch diesel train from #Kharkiv already in 3 days. https://t.co/SuIdBfQ1js",-0.121336102485657,"good experience","positive",0.136699865161699
"944",944,"More Russian troops surrender and are taken prisoner as Ukrainian advances continue in the Sumy region",0.331301093101501,"more freedom","positive",0.205870326051576
"945",945,"⚡️A video has appeared online of how the Armed Forces of #Ukraine #liberate villages in the Sumy region
#FreeUkraine https://t.co/9yea8ZpGXi",0.462933897972107,"propaganda","negative",0.113463338409004
"946",946,"⚡️ The demoralized #Russian crew of the T-72B3M #tank left their equipment, leaving it in combat condition. #Shooting from the #Ukrainianmilitary. Sumy region.
#UkraineWar https://t.co/E7L0mUHnT5",-0.498808085918427,"undogmatic","negative",0.19393738195807
"947",947,"Sources, including guys on the ground, say the town of Lukyankovka in Kyiv Oblast has been taken back from Russians. 
This means Ukrainian forces have advanced 10-13 km along the key H-07 highway running east to Sumy https://t.co/7cb6hlwid1",0.443816781044006,"access to resources","positive",0.108648705029742
"948",948,"UPDATE AT 21:20. 31st day of war: Ukrainian counterattacks launched near Kyiv, Sumy and Kherson
UPDATE AT 21:36. Russians fired on Boyarka, Kyiv region; a child among the wounded
UPDATE AT 22:54. More than 5,000 people evacuated through humanitarian corridors in a day
#Ukraine https://t.co/WWlGgiGABF",-0.0647561550140381,"humanitarian","positive",0.188947298105867
"949",949,"@KyivIndependent ""BOMBED OUT""

PHOTO: In this photo is a completely bombed out Russian T-72B3 Tank in Vorozhba, #Sumy Oblast. Obliterated https://t.co/rJbGMul0vX",-0.576852172613144,"gun shot","negative",0.183421679317026
"950",950,"Symbolic tombstones for Putin and his Belarusian ally Lukashenka erected in northern Ukraine's Zhytomyr Oblast in front of a church damaged by Russian airstrikes.
Photo: Serhii Nuzhnenko (Reuters) https://t.co/CM4LYdgRha",0.181029438972473,"bad building","negative",0.136232275280218
"951",951,"Following the liberation of Irpin, it looks like Ukrainian forces have made new advancements west of Kyiv pushing Russians off the E40/M-06 Zhytomyr Highway. 
Tows of Motyzhyn, Kapytanivka, Lisne, Dmytrivka have been taken back and cleaned up. https://t.co/mpgQhavY73",0.0918823480606079,"freeing","positive",0.195627861787349
"952",952,"A traitor was detained in #Zhytomyr Region
 
During the trial of one of the districts of Zhytomyr Region, law enforcement officers detained a previously convicted citizen who was studying the location and position of our military.

The investigation is ongoing. https://t.co/KaU4pJ6MQr",-0.10523521900177,"innocent person arrested","negative",0.325076150121659
"953",953,"On March 25, at about 6 pm, as a result of an artillery strike in one of the settlements in the Korosten district of the Zhytomyr region, 1 residential building was destroyed, 4 residential buildings and 2 outbuildings were partially damaged
Source ДСНС
#StandWithUkraine https://t.co/fX2JKUaEL7",-0.600365042686462,"bad building","negative",0.2534690680124
"954",954,"Juvenile prosecutors: 115 children were killed due to Russia's armed aggression in Ukrainе😡
More than 140 were injured. Most of the victims were in Kiev - 58, Kharkiv - 36, Donetsk - 29, Chernihiv - 30, Mykolaiv - 22, Zhytomyr - 15, Sumy - 14 and Kherson-14 regions. https://t.co/INW5YqRZqc",-0.438831686973572,"low crime","positive",0.193012069874262
"955",955,"Ukrenergo repaired &amp; put into operation one of main OHLs, which ensures the reliability of power supply in Kyiv region. Distribution system operators have reconnected more than 24000 consumers in Kyiv, Kharkiv, Donetsk, Zaporizhia, Mykolaiv, Zhytomyr, Kherson, Sumy regions. https://t.co/AM05medFtI",0.303180694580078,"product reliable","positive",0.198350829504345
"956",956,"Mayor of #Zhytomyr Sergey Sukhomlin said that on the evening of March 25, a military unit came under fire.

In turn, the Ministry of Defense of the #Russian Federation reported that ""Caliber"" missiles destroyed a warehouse with ammunition and weapons in Zhytomyr region
#StopPutin https://t.co/PyWoyQJFTr",-0.25632905960083,"dictator defeated","positive",0.16723280213848
"957",957,"Now these two cities are the epicenters of the war.
That’s why I temporarily had to go to my friends in Zhytomyr.
But it’s not quiet here either, but there’s a refuge🙏🏼
#UkraineRussiaWar #Ukraine #NFT #NFTs #NFTCommunity",0.449062466621399,"not peaceful","negative",0.133004668195838
"958",958,"#Facts Some settlements of Zhytomyr region suffer from enemy shelling https://t.co/1cFWfT5tOC",-0.601892322301865,"factual content","positive",0.195137339362772
"959",959,"""Traffic on the Kyiv-Zhytomyr highway, which was blocked due to the russian occupation of some settlements, may be resumed in the near future,"" said Oleksandr Pavliuk, head of the Kyiv OVA.",-0.311293244361877,"long delay","negative",0.237118279136693
